The Puppet (2013), Horror,20-Jun-13,South Korea,NOT RATED,4.8,85 min,Korean,,"Directed by Young-Rak Kwon. With So Young Han, Ji-sung Koo, Jong-su Lee, Ki-Jun Won. A jaded psychiatrist sees a client who is having hallucinations. He uses hypnotism to seek answers into her dark past, but soon gets wrapped up in her delusions and starts to fall for her charms..."
The Campus (2017), Horror,1-Sep-17,USA,,,,English,"$500,000 ","Directed by J. Horton. With Rachel Amanda Bryant, Brit Sheridan, Scott Menville, Mohamed Hakeemshady. Robert Wainwright, the family patriarch dies after breaking his deal with the Devil, passing that debt onto his long-estranged daughter Morgan. She soon finds herself in a never-ending cycle of terror as she is brutally murdered then resurrected over and over again, each time losing a piece of her soul. Now Morgan must discover why this is happening and break the deadly cycle in order to escape ..."
Halloween: Harvest of Souls 1985 (2013), Horror,24-Aug-13,USA,,7.1,,English,"$100,000 ","Directed by Jay Burleson. With Tom Hagale, Hadley Wells, Leilani Jade Flannagin, Lane Hughes. This crazy mother named Michael goes around creeping and stabbing fools."
Attack of the Killer Shrews! (2016), Comedy| Horror,10-Dec-16,USA,,6.9,86 min,English,"$2,000 ","Directed by Ken Cosentino. With Bill Kennedy, Elizabeth Houlihan, Jonathan Rogers, Baird Hageman. Parody of the 1959 cult classic ""The Killer Shrews."" Hilarity ensues as small town Sheriff Martin Blake, movie starlet Fiona Rae and others defend the world from an onslaught of giant killer shrews."
Kalpana 2 (2016), Comedy| Horror,15-Jul-16,India,,5.7,150 min,Kannada,"  INR 250,000,000  ","Directed by R. Anantharaju. With Upendra, Avantika Shetty, Priyamani, Prakash Heggodu. Raghava has Nyctophobia. Raghava, who loves Nandhini, is a cinematographer for a TV channel and wants to shoot a fake haunted house, in order to increase TRP ratings. To their misfortune, they are haunted, not by one but by five ghosts."
Trey the Movie (2013), Action| Horror| Thriller,4-Jun-13,USA,,8,91 min,English,"$1,250 ","Directed by Antonio James. With Keith Goff, Walter Halliburton, Dana Porter, Iris Moore. Everyone has demons in their closet but when Trey meets the wrong love of his life, those demons become reality. And for those closes to Trey, his reality is deadly."
Bloody Muscle Body Builder in Hell (2012), Horror,2014,Japan,,6.7,62 min,Japanese,,"Directed by Shinichi Fukazawa. With Shinichi Fukazawa, Masaaki Kai, Asako Nosaka. Trapped inside a haunted house, a body builder must save himself from a gruesome ghost hell-bent on revenge."
Slash 2 (2014), Drama| Horror| Thriller,21-Aug-14,USA,NOT RATED,7.6,95 min,English,$500 ,"Directed by Jack Stanis, Schyler Coghlan. With Jack Stanis, Pamela Ray Argandona, Michael Berdon, Pat Coghlan. Two years after Jack Anderson is attacked by his crazed cousin Olivia, hes still trying to put his life back together. With the new film Kill being released, Jack and Jonathan are now celebrities. Jonathan is handeling the situation much better then Jack is. Soon after the film is released, things start to happen in a much to familiar way. Roy drive is in for a rude awakening when another killer ..."
Darkest Night (2012), Drama| Horror| Thriller,1-Jul-13,USA,TV-MA,3.4,99 min,English,"$125,000 ","Directed by Noel Tan. With DJ Perry, Anne Gauthier, Issa Litton, Nic Campos. A family gathers for a happy reunion and marriage announcement on Christmas Day at an isolated mansion in the Philippine mountains only to encounter a series of bizarre, demonic, and tragic events."
Halloween Spookies (2016), Comedy| Family| Horror,1-Oct-16,USA,,5.1,66 min,English,,"Directed by Dustin Mills, Dave Parker. With Joni Durian, Haley Madison, B.J. Colangelo, Jeremy Ryan. Three family friendly tales to give you the shivers."
Monarch (2000), Biography| Drama| History| Horror| Mystery| Thriller,14-Sep-14,UK,,7.7,83 min,English,,"Directed by John Walsh. With T.P. McKenna, Jean Marsh, James Coombes, Peter Sowerbutts. Shortly before his death in 1547, the injured King Henry VIII is forced to take refuge a manor house closed for the season. While there, he must confront both his mortality and the ghosts of his past."
Lung II (2016), Horror| Mystery| Thriller,17-Feb-16,USA,,5.8,,English,"$10,000 ","Directed by Phil Stevens. With Phil Stevens, David Chopping, Samantha Coppola, Angela Jane. A nameless man wanders the city, littered with necrotic artifacts and a trail of corpses. Are his grotesque hallucinations clues to a violent past? Or are they premonitions?"
Scavenger Killers (2014), Crime| Horror| Thriller,1-Jul-14,USA,TV-MA,4.8,100 min,English,"$1,000,000 ","Directed by Dylan Bank. With Eric Roberts, Charles Durning, Robert Loggia, Dustin Diamond. 'Bonnie and Clyde' are reinvented in SCAVENGER KILLERS, where a charming judge and a hot criminal defense attorney go on a maniacal killing rampage. With bizarre, yet somehow believable, FBI agents (a physically powerful, condescending mute with wooden legs, and a Tourette's Syndrome introvert with psychic abilities) on the hunt, the deranged duo amp up their rampage, never murdering with the ..."
Grizzled! (2017), Action| Comedy| Horror,31-Oct-17,USA,,,,English,,"Directed by Rycke Foreman. With Dawna Lee Heising, Jamie Bernadette, Alison Arngrim, Jacqui Holland. After a giant mutant penguin stakes its claim in a National Park, two forest rangers and a grizzled hunter must stalk and evade the creature as they lead a growing group of misfits through the woods."
Horror Stories 2 (2013), Horror,5-Jun-13,South Korea,,5.5,95 min,Korean,,"Directed by Beom-sik Jeong, Hwi Kim, Sung-ho Kim. With Jin-hee Baek, Kyung-pyo Go, Won-hee Im, In-sun Jung. In an insurance company, Se-young, who has a power to see people's past and read their minds. Mr.Park, Se-Young's boss, assumes that she has some kind of special power, decides to test her ability. At very late night, Mr. Park picks three doubtful cases. He asks Se-young to tell him what exactly happened and if she thinks the insurance company has paid them the right amount of money. Se-young, ..."
Taught in Cold Blood (2017), Horror| Thriller,28-Mar-17,USA,,3.6,94 min,English,,"Directed by P. David Miller. With Luke Lippold, Mesindo Pompa, Sara Drust, Loydene Williamson. A troubled teen is torn between a girl who loves him and a mysterious stranger who pushes him to kill."
All Saints Eve (2015), Horror,17-Feb-15,USA,,3.7,83 min,English,,"Directed by Gerry Lively. With Marc Macaulay, Bingo O'Malley, Mere Davis, Katrina Darrell. A sinister preacher in the 1800's leads an angry church mob to murder a farmer and his family, all to gain the coveted McKale farmland. In his dying breath, the farmer incites an evil curse and vows his vengeance. An eerie calm settles over the land for centuries until one fateful night when the curse is accidentally unleashed and a group of misfit friends must fight to stay alive, discover the ..."
Scrape (2013), Horror| Mystery| Thriller,2016,USA,NOT RATED,5.3,80 min,English,"$500,000 ","Directed by Derek Wayne Johnson. With Rick LaCour, Garrett Kruithof, Nina Leon, Alec Johnson. Women are missing. Something is killing. Barry Sagan and the Hedgeworth family must survive."
Bayou Tales (2016), Horror,6-Apr-16,USA,,,,English,"$1,500,000 ","Directed by David DuBos. With Kim Baptiste, Roger Bart, Neil Brown Jr., Ian Casselberry. 5 Tales set in and around New Orleans that capture the sexual, supernatural, and strange nature of the city's unique people and culture, all infused with a darkly comedic sense of justice."
Bloody Knuckles (2014), Comedy| Horror,18-Oct-14,USA,NOT RATED,5.7,85 min,English,,"Directed by Matt O'Mahoney. With Adam Boys, Kasey Ryne Mazak, Ken Tsui, Gabrielle Giraud. Travis is an underground comic book artist with a penchant for the obscene. When one of his comics insults a Chinatown crime boss, the gangster punishes Travis by removing his drawing hand. A daunted Travis retreats into a life of alcoholic misery. That is, until his hand returns from the grave..."
Escóndete (2013), Horror,1-Oct-13,Spain,,6.7,81 min,Spanish,,"Directed by Roque Madrid. With Víctor Sevilla, Rubén Mascato, Mariam Hernández, Raquel Arcos. Two young couples have chosen a new site for their Saturday night drinking binge: an abandoned barrack with a legend. 45 years ago, a young girl, mentally handicapped, was seduced and raped by soldiers, strangled and then burned."
Dementamania (2013), Horror| Thriller,17-Oct-14,UK,,7,85 min,English,,"Directed by Kit Ryan. With Kal Penn, Geoff Bell, Vincent Regan, John Thomson. A frustrated office worker finds himself caught between the realms of his deranged imagination and the mundane reality of his everyday existence."
666: Kreepy Kerry (2014), Horror,2-Apr-14,USA,NOT RATED,2.9,75 min,English,"$1,000,000 ","Directed by David DeCoteau. With Conner Sorensen, Alexia Quinn, Justin Johnson Cortez, Torran Kitts. A new student is finding it difficult to contain his supernatural powers on a group of bullies."
Dead of the Nite (2013), Horror,7-Jan-14,USA,,2.9,86 min,English,"  £20,000  ","Directed by S.J. Evans. With Tony Todd, Joseph Millson, Cicely Tennant, Gary Mavers. When a group of ghost hunters investigate the infamous Jericho Manor, they soon realise it's not just ghosts that go bump in the night! As people get murdered, the survivors need to discover who or what's killing them before it's too late."
Bride of Violence (2017), Horror| Thriller,18-Aug-17,USA,,,,English,,"Directed by Travis Mills. With Porsche Lynn, Mark Speno, Dylan Bronte, Richard Anderson. A boyfriend and girlfriend go camping for the weekend and run into an escaped convict."
Sky Harbor (2015), Horror,5-Feb-15,USA,,7.2,,English,,"Directed by Scot Dyer. With Helene Udy, Jamison Newlander, Brian Andrews, Anne Main."
LifeRaft (2016), Horror| Sci-Fi| Thriller,21-Jul-16,USA,,3.4,81 min,English,,"Directed by Todd Colby Pliss. With Anne McDaniels, Kassie Johnston, Curtis Bechdholt, Kenneth Billings. After their boat mysteriously sinks, a group of friends, with no supplies and strange happenings, try to trust each other long enough to survive."
You're Nobody 'til Somebody Kills You (2012), Horror| Thriller,10-Jul-12,USA,R,3.1,86 min,English,"$1,000,000 ","Directed by Michael A. Pinckney. With James McDaniel, Michael Mosley, Nashawn Kearse, Assiatou Lea. A serial killer is taking down the hip hop industry one rapper at a time and the detectives on the case must get to him before the killer does."
Half Dead (2013), Action| Horror| Sci-Fi,22-Mar-13,USA,,,90 min,English,,"Directed by Matthew A. Peters. With Mark Joseph Peek, Rebecca C. Kasek, Nathan Faudree, Mu-Shaka Benson. Half Dead,is the story of a gangster named Angel who steals from his boss Vince. Angel runs off with Vince's sister and pays the price with his life. He is then given over to the military for use in an experiment, which turns him into a zombie. Bent on revenge, he returns from the grave to take down those who wronged him and win back the woman he loves, creating a lethal band of subordinate ..."
Devil's Acid (2017), Horror,18-Aug-17,USA,,,,English,"$250,000 ","Directed by Garrett Kruithof. With Ashley Dulaney, Drew Rin Varick, Nina Leon, Amber Saxon."
Fazbear's Fright: The Fan Film (2017), Horror,25-Jun-17,Canada,,8.1,70 min,English,"  CAD 3,000  ","Directed by Liam Gartland Emond, Michelle March. With Nicholas Arancibia Strachan, Emanuelle Esther Aubin Desousa, Lise Emond, Liam Gartland Emond. 24 years after Mike brought the horrors at Freddy's to a stop, Fazbear's Fright brings light to some mysteries that may not have been solved. Mike's daughter Jamie now struggles to tie the loose ends while searching for her father, discovering that the further down the rabbit hole she goes, the more horrible truths will be revealed."
Trailers (2016), Fantasy| Horror| Mystery| Sci-Fi,13-Nov-16,Ireland,,7.1,180 min,English,,"Directed by Rouzbeh Rashidi. With Alicja Ayres, Martin Berridge, Jann Clavadetscher, Julia Gelezova. ""Pictures Of A Far-Off World"""
Red Spring (2017), Action| Horror,2017,USA,,,,English,,"Directed by Jeff Sinasac. With Reece Presley, Elysia White, Jeff Sinasac, Jonathan Robbins. The world has been ravaged by vampires. A group of survivors band together to search for loved ones who may be alive, dead or something in between, eventually taking shelter in what may be the only safe hideout left to them. But well defended hideouts have a way of becoming prisons. And prisons aren't the safest place to be when your friends can turn on you at any time."
Run Like Hell (2014), Action| Horror| Thriller,9-Sep-14,USA,NOT RATED,3.4,80 min,English,,"Directed by James Thomas. With Dave Finn, Canyon Prince, Robyn Buck, Tamara Carey. When four friends end up stranded in the small town of Spaulding, one local family offers help. The family's real motives become terrifyingly obvious, as the couples find themselves fighting for their lives."
Savage High (2015), Horror| Mystery,30-Oct-15,USA,NOT RATED,8.1,90 min,English,"$2,500 ","Directed by Manny Velazquez. With Marilyn Gonzalez, Michael Glenn, Ashley Perez, Ian Pierce. Manny Velazquez's first underground independent cult horror film about three students that are brutally murdered over the weekend as the students and staff are getting ready for the annual 'Wildcat Night', but the murderer walks among the peers ready to strike again, in this slasher flick."
